"Date","Price","Open","High","Low","Vol.","Change %"
"04/20/2014","101.55","101.50","102.00","101.00","110.59K","-0.25%"
"04/13/2014","101.80","101.50","102.40","100.55","361.11K","-0.20%"
"04/06/2014","102.00","99.82","102.00","99.80","269.91K","2.08%"
"03/30/2014","99.92","100.00","101.80","99.72","298.92K","-0.18%"
"03/23/2014","100.10","99.90","102.00","99.55","126.56K","0.20%"
"03/16/2014","99.90","99.50","100.00","99.20","108.51K","0.20%"
"03/09/2014","99.70","100.10","101.05","99.50","301.89K","-0.40%"
"03/02/2014","100.10","100.00","100.10","99.00","441.47K","-1.86%"
"02/23/2014","102.00","97.00","102.00","97.00","559.52K","4.62%"
"02/16/2014","97.50","97.00","97.87","96.00","175.54K","0.52%"
"02/09/2014","97.00","96.50","97.99","95.61","718.71K","0.00%"
"02/02/2014","97.00","97.40","97.98","96.00","199.68K","-0.03%"
"01/26/2014","97.03","97.50","98.00","96.54","332.67K","0.55%"
"01/19/2014","96.50","97.50","98.64","96.50","392.35K","-1.53%"
"01/12/2014","98.00","97.00","98.60","97.00","216.25K","2.08%"
"01/05/2014","96.00","97.00","99.00","96.00","817.76K","-1.03%"
"12/29/2013","97.00","97.96","97.96","95.50","373.16K","0.00%"
"12/22/2013","97.00","96.50","97.80","95.50","230.75K","0.52%"
"12/15/2013","96.50","96.40","98.00","96.30","394.95K","-0.01%"
"12/08/2013","96.51","96.50","98.60","96.20","491.44K","-0.56%"
"12/01/2013","97.05","96.00","98.50","95.50","684.23K","1.41%"
"11/24/2013","95.70","92.05","96.96","92.05","8.19M","2.90%"
"11/17/2013","93.00","94.06","95.00","92.02","1.50M","-2.24%"
"11/10/2013","95.13","97.00","97.00","94.00","1.16M","-1.73%"
"11/03/2013","96.80","98.50","98.60","95.50","341.91K","-2.02%"
"10/27/2013","98.80","95.90","100.00","95.53","1.24M","2.92%"
"10/20/2013","96.00","93.51","96.00","93.30","878.60K","2.95%"
"10/13/2013","93.25","94.10","94.98","93.20","126.51K","-0.90%"
"10/06/2013","94.10","94.95","97.50","94.00","527.15K","-0.93%"
"09/29/2013","94.98","96.00","96.00","93.00","107.37K","-0.02%"
"09/22/2013","95.00","92.15","97.95","92.00","444.65K","2.91%"
"09/15/2013","92.31","93.29","93.50","92.01","232.85K","-0.74%"
"09/08/2013","93.00","92.00","93.30","92.00","535.51K","1.09%"
"09/01/2013","92.00","89.50","92.40","89.50","323.02K","3.14%"
